player,player_norm,team,team_norm,role,FVM,ballotaggio,p_start,Pv_hat,AFCON_RISK,START_TIER,Mv_hat,G_perPv_hat,A_perPv_hat,YC_perPv_hat,RC_perPv_hat,OG_perPv_hat,GC_perPv_hat,PKsave_perPv_hat,G_hat,A_hat,YC_hat,RC_hat,OG_hat,GC_hat,PKsave_hat,PK_taken_hat,PK_goals_hat,SP_assists_hat,Mod_share_hat
Holm,holm,Bologna,bologna,D,15,True,0.65,24.7,0,battle,5.94,0.052,0.067,0.177,0.002,0.001,,,1.291,1.651,4.371,0.056,0.028,,,0.0,0.0,0.0,0.0
De Winter,de winter,Milan,milan,D,17,True,0.65,24.7,0,battle,5.285,0.045,0.028,0.169,0.022,0.017,,,1.11,0.694,4.163,0.555,0.416,,,0.0,0.0,0.0,0.0
Pavard,pavard,Inter,inter,D,23,True,0.65,24.7,0,battle,6.05,0.0,0.045,0.182,0.0,0.0,,,0.0,1.123,4.491,0.0,0.0,,,0.0,0.0,0.0,0.0
Gatti,gatti,Juventus,juventus,D,13,False,0.85,32.3,0,starter,6.14,0.036,0.0,0.071,0.0,0.0,,,1.154,0.0,2.307,0.0,0.0,,,0.0,0.0,0.0,3.23
Joao Mario,joao mario,Juventus,juventus,D,18,False,0.85,32.3,0,starter,4.975,0.038,0.025,0.132,0.006,0.0,,,1.219,0.813,4.266,0.203,0.0,,,0.0,0.0,0.0,0.0
Romagnoli,romagnoli,Lazio,lazio,D,22,True,0.65,24.7,0,battle,5.84,0.062,0.0,0.125,0.062,0.0,,,1.544,0.0,3.088,1.544,0.0,,,0.0,0.0,0.0,0.0
Marusic,marusic,Lazio,lazio,D,23,False,0.85,32.3,0,starter,5.85,0.129,0.0,0.032,0.0,0.032,,,4.168,0.0,1.042,0.0,1.042,,,0.0,0.0,0.0,3.23
Baschirotto,baschirotto,Cremonese,cremonese,D,18,False,0.85,32.3,0,starter,5.142,0.037,0.046,0.151,0.011,0.007,,,1.205,1.491,4.879,0.344,0.225,,,0.0,0.0,0.0,3.23
Gaspar K.,gaspar k,Lecce,lecce,D,19,False,0.85,32.3,0,starter,6.17,0.0,0.042,0.125,0.0,0.0,,,0.0,1.346,4.037,0.0,0.0,,,0.0,0.0,0.0,3.23
Tomori,tomori,Milan,milan,D,25,False,0.85,32.3,0,starter,5.86,0.004,0.053,0.117,0.052,0.002,,,0.145,1.706,3.774,1.688,0.054,,,0.0,0.0,0.0,3.23
Delprato,delprato,Parma,parma,D,21,False,0.85,32.3,0,starter,6.03,0.118,0.0,0.235,0.0,0.0,,,3.8,0.0,7.6,0.0,0.0,,,0.0,0.0,0.0,3.23
Coco,coco,Torino,torino,D,12,True,0.65,24.7,0,battle,5.86,0.062,0.0,0.312,0.0,0.031,,,1.544,0.0,7.719,0.0,0.772,,,0.0,0.0,0.0,3.23
Ismajli,ismajli,Torino,torino,D,14,True,0.65,24.7,0,battle,4.754,0.028,0.042,0.164,0.009,0.009,,,0.693,1.039,4.04,0.231,0.231,,,0.0,0.0,0.0,3.23
Biraghi,biraghi,Torino,torino,D,23,False,0.85,32.3,0,starter,5.83,0.048,0.0,0.048,0.0,0.048,,,1.538,1.178,1.538,0.0,1.538,,,0.0,0.0,1.178,3.23
Gutierrez,gutierrez,Napoli,napoli,D,18,True,0.65,24.7,0,battle,4.831,0.034,0.034,0.114,0.0,0.006,,,0.842,0.842,2.807,0.0,0.14,,,0.0,0.0,0.0,0.0
Kolasinac,kolasinac,Atalanta,atalanta,D,15,True,0.65,24.7,0,battle,6.13,0.0,0.087,0.304,0.0,0.043,,,0.0,2.148,7.517,0.0,1.074,,,0.0,0.0,0.0,0.0
Luperto,luperto,Cagliari,cagliari,D,18,False,0.85,32.3,0,starter,6.0,0.028,0.056,0.111,0.0,0.0,,,0.897,1.794,3.589,0.0,0.0,,,0.0,0.0,0.0,3.23
Mina,mina,Cagliari,cagliari,D,21,False,0.85,32.3,0,starter,6.06,0.032,0.0,0.129,0.032,0.0,,,1.434,0.0,4.168,1.042,0.0,,,0.51,0.392,0.0,3.23
Comuzzo,comuzzo,Fiorentina,fiorentina,D,17,False,0.85,32.3,0,starter,5.91,0.036,0.0,0.179,0.0,0.0,,,1.154,0.0,5.768,0.0,0.0,,,0.0,0.0,0.0,3.23
Marì,mari,Fiorentina,fiorentina,D,13,,0.35,13.3,0,backup,5.84,0.0,0.0,0.125,0.031,0.0,,,0.0,0.0,1.662,0.416,0.0,,,0.0,0.0,0.0,0.0
Ranieri L.,ranieri l,Fiorentina,fiorentina,D,16,False,0.85,32.3,0,starter,5.92,0.028,0.056,0.194,0.0,0.0,,,1.42,1.794,6.281,0.0,0.0,,,0.68,0.523,0.0,0.0
Kelly L.,kelly l,Juventus,juventus,D,14,True,0.65,24.7,0,battle,5.67,0.015,0.01,0.103,0.003,0.0,,,0.373,0.249,2.54,0.062,0.0,,,0.0,0.0,0.0,0.0
Pavlovic,pavlovic,Milan,milan,D,21,False,0.85,32.3,0,starter,5.91,0.091,0.045,0.136,0.045,0.0,,,2.936,1.468,4.405,1.468,0.0,,,0.0,0.0,0.0,3.23
Spinazzola,spinazzola,Napoli,napoli,D,10,,0.35,13.3,0,backup,6.07,0.043,0.043,0.043,0.0,0.0,,,0.578,0.578,0.578,0.0,0.0,,,0.0,0.0,0.0,0.0
Celik,celik,Roma,roma,D,18,,0.35,13.3,0,backup,5.78,0.0,0.067,0.167,0.0,0.0,,,0.0,0.887,2.217,0.0,0.0,,,0.0,0.0,0.0,0.0
Maripan,maripan,Torino,torino,D,13,True,0.65,24.7,0,battle,5.93,0.036,0.0,0.143,0.036,0.0,,,0.882,0.0,3.529,0.882,0.0,,,0.0,0.0,0.0,0.0
Lazaro,lazaro,Torino,torino,D,19,True,0.65,24.7,0,battle,5.98,0.0,0.194,0.194,0.0,0.0,,,0.0,5.682,4.781,0.0,0.0,,,0.0,0.0,0.901,0.0
Kamara H.,kamara h,Udinese,udinese,D,19,True,0.65,24.7,0,battle,5.93,0.033,0.133,0.2,0.033,0.0,,,0.823,3.293,4.94,0.823,0.0,,,0.0,0.0,0.0,3.23
Cuadrado,cuadrado,Pisa,pisa,D,13,False,0.85,32.3,0,starter,5.142,0.037,0.046,0.151,0.011,0.007,,,1.205,1.491,4.879,0.344,0.225,,,0.0,0.0,0.0,3.23
Idzes,idzes,Sassuolo,sassuolo,D,17,False,0.85,32.3,0,starter,5.142,0.037,0.046,0.151,0.011,0.007,,,1.205,1.491,4.879,0.344,0.225,,,0.0,0.0,0.0,3.23
Ahanor,ahanor,Atalanta,atalanta,D,9,,0.35,13.3,0,backup,5.55,0.02,0.082,0.16,0.0,0.008,,,0.273,1.09,2.126,0.0,0.109,,,0.0,0.0,0.0,0.0
Zappa,zappa,Cagliari,cagliari,D,13,False,0.85,32.3,0,starter,5.75,0.056,0.0,0.111,0.0,0.0,,,1.794,0.0,3.589,0.0,0.0,,,0.0,0.0,0.0,3.23
Vojvoda,vojvoda,Como,como,D,10,False,0.85,32.3,0,starter,5.96,0.037,0.074,0.222,0.0,0.0,,,1.196,2.393,7.178,0.0,0.0,,,0.0,0.0,0.0,3.23
Valle,valle,Como,como,D,13,True,0.65,24.7,0,battle,5.81,0.004,0.011,0.167,0.005,0.0,,,0.087,0.261,4.121,0.13,0.0,,,0.0,0.0,0.0,0.0
Gabbia,gabbia,Milan,milan,D,16,True,0.65,24.7,0,battle,6.04,0.08,0.0,0.16,0.0,0.0,,,1.976,0.0,3.952,0.0,0.0,,,0.0,0.0,0.0,0.0
Doig,doig,Sassuolo,sassuolo,D,17,False,0.85,32.3,0,starter,5.142,0.037,0.046,0.151,0.011,0.007,,,1.205,1.491,4.879,0.344,0.225,,,0.0,0.0,0.0,3.23
Bertola,bertola,Udinese,udinese,D,11,True,0.65,24.7,0,battle,4.695,0.045,0.05,0.188,0.025,0.02,,,1.1,1.223,4.647,0.611,0.489,,,0.0,0.0,0.0,0.0
Candè,cande,Sassuolo,sassuolo,D,14,True,0.65,24.7,0,battle,5.142,0.037,0.046,0.151,0.011,0.007,,,0.921,1.14,3.731,0.263,0.172,,,0.0,0.0,0.0,0.0
Athekame,athekame,Milan,milan,D,14,,0.35,13.3,0,backup,5.285,0.045,0.028,0.169,0.022,0.017,,,0.598,0.374,2.242,0.299,0.224,,,0.0,0.0,0.0,0.0
Posch,posch,Bologna,bologna,D,10,,0.35,13.3,0,backup,4.84,0.011,0.084,0.135,0.011,0.006,,,0.149,1.121,1.793,0.149,0.075,,,0.0,0.0,0.0,0.0
Lykogiannis,lykogiannis,Bologna,bologna,D,12,,0.35,13.3,0,backup,6.0,0.002,0.217,0.177,0.002,0.001,,,0.03,2.884,2.354,0.03,0.015,,,0.0,0.0,0.0,0.0
Kempf,kempf,Como,como,D,15,True,0.65,24.7,0,battle,5.85,0.0,0.0,0.129,0.032,0.0,,,0.0,0.0,3.187,0.797,0.0,,,0.0,0.0,0.0,0.0
Floriani Mussolini,floriani mussolini,Cremonese,cremonese,D,11,True,0.65,24.7,0,battle,5.142,0.037,0.046,0.151,0.011,0.007,,,0.921,1.14,3.731,0.263,0.172,,,0.0,0.0,0.0,0.0
Pezzella Giu.,pezzella giu,Cremonese,cremonese,D,13,False,0.85,32.3,0,starter,5.142,0.037,0.046,0.151,0.011,0.007,,,1.205,1.491,4.879,0.344,0.225,,,0.0,0.0,0.0,3.23
Pongracic,pongracic,Fiorentina,fiorentina,D,16,False,0.85,32.3,0,starter,5.85,0.007,0.007,0.075,0.051,0.051,,,0.229,0.229,2.415,1.661,1.638,,,0.0,0.0,0.0,0.0
Parisi,parisi,Fiorentina,fiorentina,D,11,,0.35,13.3,0,backup,6.0,0.1,0.0,0.15,0.0,0.0,,,1.33,0.0,1.995,0.0,0.0,,,0.0,0.0,0.0,0.0
Sabelli,sabelli,Genoa,genoa,D,11,True,0.65,24.7,0,battle,5.87,0.0,0.067,0.1,0.0,0.0,,,0.0,1.647,2.47,0.0,0.0,,,0.0,0.0,0.0,0.0
Cabal,cabal,Juventus,juventus,D,10,,0.35,13.3,0,backup,6.33,0.026,0.018,0.142,0.004,0.0,,,0.351,0.234,1.895,0.059,0.0,,,0.0,0.0,0.0,0.0
Gallo,gallo,Lecce,lecce,D,15,False,0.85,32.3,0,starter,5.79,0.0,0.065,0.097,0.032,0.065,,,0.0,2.084,3.126,1.042,2.084,,,0.0,0.0,0.0,3.23
Jimenez A.,jimenez a,Milan,milan,D,18,True,0.65,24.7,0,battle,5.95,0.0,0.0,0.286,0.0,0.0,,,2.8,2.932,7.057,0.0,0.0,,,3.64,2.8,2.932,0.0
Circati,circati,Parma,parma,D,13,False,0.85,32.3,0,starter,5.83,0.039,0.027,0.159,0.012,0.008,,,1.263,0.884,5.152,0.379,0.253,,,0.0,0.0,0.0,3.23
Angori,angori,Pisa,pisa,D,14,False,0.85,32.3,0,starter,5.142,0.037,0.046,0.151,0.011,0.007,,,1.205,1.491,4.879,0.344,0.225,,,0.0,0.0,0.0,3.23
Rensch,rensch,Roma,roma,D,14,,0.35,13.3,0,backup,6.06,0.013,0.073,0.057,0.003,0.003,,,0.177,0.975,0.754,0.044,0.044,,,0.0,0.0,0.0,0.0
Muharemovic,muharemovic,Sassuolo,sassuolo,D,12,True,0.65,24.7,0,battle,5.142,0.037,0.046,0.151,0.011,0.007,,,0.921,1.14,3.731,0.263,0.172,,,0.0,0.0,0.0,0.0
Walukiewicz,walukiewicz,Sassuolo,sassuolo,D,11,False,0.85,32.3,0,starter,5.142,0.037,0.046,0.151,0.011,0.007,,,1.205,1.491,4.879,0.344,0.225,,,0.0,0.0,0.0,3.23
Kristensen T.,kristensen t,Udinese,udinese,D,12,True,0.65,24.7,0,battle,5.57,0.048,0.0,0.238,0.0,0.0,,,1.176,0.0,5.881,0.0,0.0,,,0.0,0.0,0.0,0.0
Ehizibue,ehizibue,Udinese,udinese,D,15,False,0.85,32.3,0,starter,5.85,0.0,0.032,0.161,0.0,0.0,,,0.0,1.042,5.21,0.0,0.0,,,0.0,0.0,0.0,3.23
Unai Nunez,unai nunez,Verona,verona,D,10,False,0.85,32.3,0,starter,4.143,0.03,0.02,0.207,0.02,0.0,,,0.955,0.636,6.683,0.636,0.0,,,0.0,0.0,0.0,3.23
Ostigard,ostigard,Genoa,genoa,D,13,False,0.85,32.3,0,starter,5.827,0.034,0.049,0.157,0.005,0.0,,,1.108,1.583,5.067,0.158,0.0,,,0.0,0.0,0.0,3.23
Casale,casale,Bologna,bologna,D,8,,0.35,13.3,0,backup,5.63,0.003,0.071,0.084,0.003,0.051,,,0.037,0.945,1.113,0.037,0.684,,,0.0,0.0,0.0,0.0
De Silvestri,de silvestri,Bologna,bologna,D,10,,0.35,13.3,0,backup,5.91,0.052,0.017,0.077,0.002,0.001,,,0.695,0.224,1.024,0.03,0.015,,,0.0,0.0,0.0,0.0
Obert,obert,Cagliari,cagliari,D,10,True,0.65,24.7,0,battle,5.95,0.053,0.053,0.206,0.0,0.0,,,1.302,1.302,5.096,0.006,0.0,,,0.0,0.0,0.0,0.0
Dossena,dossena,Como,como,D,11,,0.35,13.3,0,backup,5.8,0.0,0.087,0.0,0.043,0.0,,,0.0,1.157,0.0,0.578,0.0,,,0.0,0.0,0.0,0.0
Goldaniga,goldaniga,Como,como,D,6,True,0.65,24.7,0,battle,5.83,0.033,0.0,0.333,0.033,0.0,,,0.823,0.0,8.233,0.823,0.0,,,0.0,0.0,0.0,0.0
Van Der Brempt,van der brempt,Como,como,D,8,,0.35,13.3,0,backup,5.94,0.001,0.053,0.169,0.002,0.0,,,0.013,0.705,2.249,0.02,0.0,,,0.0,0.0,0.0,0.0
Folino,folino,Cremonese,cremonese,D,9,,0.35,13.3,0,backup,5.142,0.037,0.046,0.151,0.011,0.007,,,0.496,0.614,2.009,0.141,0.093,,,0.0,0.0,0.0,0.0
Ceccherini,ceccherini,Cremonese,cremonese,D,11,,0.35,13.3,0,backup,5.142,0.037,0.046,0.151,0.011,0.007,,,0.496,0.614,2.009,0.141,0.093,,,0.0,0.0,0.0,0.0
Viti,viti,Fiorentina,fiorentina,D,9,,0.35,13.3,0,backup,5.886,0.047,0.047,0.165,0.009,0.005,,,0.627,0.627,2.196,0.125,0.063,,,0.0,0.0,0.0,0.0
Darmian,darmian,Inter,inter,D,14,,0.35,13.3,0,backup,6.08,0.115,0.077,0.115,0.0,0.038,,,1.535,1.023,1.535,0.0,0.512,,,0.0,0.0,0.0,0.0
Gigot,gigot,Lazio,lazio,D,7,,0.35,13.3,0,backup,6.2,0.127,0.038,0.175,0.011,0.005,,,1.688,0.501,2.331,0.143,0.072,,,0.0,0.0,0.0,0.0
Patric,patric,Lazio,lazio,D,7,,0.35,13.3,0,backup,5.62,0.082,0.045,0.19,0.013,0.006,,,1.094,0.601,2.531,0.172,0.086,,,0.0,0.0,0.0,0.0
Lazzari,lazzari,Lazio,lazio,D,11,,0.35,13.3,0,backup,5.89,0.0,0.045,0.136,0.0,0.0,,,0.0,0.605,1.814,0.0,0.0,,,0.0,0.0,0.0,0.0
Kouassi,kouassi,Lecce,lecce,D,10,True,0.65,24.7,0,battle,5.315,0.027,0.027,0.096,0.021,0.016,,,0.657,0.657,2.365,0.526,0.394,,,0.0,0.0,0.0,0.0
Valenti,valenti,Parma,parma,D,9,True,0.65,24.7,0,battle,5.85,0.05,0.0,0.2,0.05,0.0,,,1.235,0.0,4.94,1.235,0.0,,,0.0,0.0,0.0,0.0
Caracciolo A.,caracciolo a,Pisa,pisa,D,8,True,0.65,24.7,0,battle,5.142,0.037,0.046,0.151,0.011,0.007,,,0.921,1.14,3.731,0.263,0.172,,,0.0,0.0,0.0,0.0
Mateus Lusuardi,mateus lusuardi,Pisa,pisa,D,7,True,0.65,24.7,0,battle,5.142,0.037,0.046,0.151,0.011,0.007,,,0.921,1.14,3.731,0.263,0.172,,,0.0,0.0,0.0,0.0
Salah-Eddine,salah-eddine,Roma,roma,D,7,,0.35,13.3,0,backup,5.5,0.02,0.085,0.085,0.005,0.005,,,0.266,1.13,1.13,0.066,0.066,,,0.0,0.0,0.0,0.0
Romagna,romagna,Sassuolo,sassuolo,D,9,,0.35,13.3,0,backup,5.142,0.037,0.046,0.151,0.011,0.007,,,0.496,0.614,2.009,0.141,0.093,,,0.0,0.0,0.0,0.0
Pedersen,pedersen,Torino,torino,D,9,True,0.65,24.7,0,battle,5.61,0.0,0.0,0.13,0.0,0.0,,,0.0,0.0,3.222,0.0,0.0,,,0.0,0.0,0.0,0.0
Ghilardi,ghilardi,Roma,roma,D,14,False,0.85,32.3,0,starter,4.621,0.022,0.039,0.094,0.006,0.006,,,0.718,1.256,3.051,0.179,0.179,,,0.0,0.0,0.0,0.0
Valentini N.,valentini n,Verona,verona,D,9,True,0.65,24.7,0,battle,5.61,0.009,0.006,0.212,0.056,0.0,,,0.219,0.146,5.238,1.381,0.0,,,0.0,0.0,0.0,0.0
Ebosse,ebosse,Verona,verona,D,11,False,0.85,28.3,1,starter,4.143,0.03,0.02,0.207,0.02,0.0,,,0.836,0.558,5.855,0.558,0.0,,,0.0,0.0,0.0,3.23
Ramon,ramon,Como,como,D,13,False,0.85,32.3,0,starter,4.601,0.01,0.03,0.191,0.015,0.0,,,0.325,0.974,6.168,0.487,0.0,,,0.0,0.0,0.0,3.23
Bradaric,bradaric,Verona,verona,D,8,True,0.65,24.7,0,battle,5.72,0.037,0.0,0.222,0.0,0.0,,,0.915,0.0,5.489,0.0,0.0,,,0.0,0.0,0.0,0.0
Ndiaye,ndiaye,Parma,parma,D,10,True,0.65,20.7,1,battle,5.222,0.056,0.039,0.156,0.017,0.011,,,1.156,0.809,3.238,0.347,0.231,,,0.0,0.0,0.0,0.0
Goglichidze,goglichidze,Udinese,udinese,D,10,True,0.65,24.7,0,battle,4.695,0.045,0.05,0.188,0.025,0.02,,,1.1,1.223,4.647,0.611,0.489,,,0.0,0.0,0.0,0.0
Heggem,heggem,Bologna,bologna,D,11,,0.35,13.3,0,backup,4.84,0.011,0.084,0.135,0.011,0.006,,,0.149,1.121,1.793,0.149,0.075,,,0.0,0.0,0.0,0.0
Belghali,belghali,Verona,verona,D,12,False,0.85,28.3,1,starter,4.143,0.03,0.02,0.207,0.02,0.0,,,0.836,0.558,5.855,0.558,0.0,,,0.0,0.0,0.0,0.0
Palestra,palestra,Atalanta,atalanta,D,8,,0.35,13.3,0,backup,6.0,0.017,0.07,0.136,0.0,0.007,,,0.232,0.927,1.807,0.0,0.093,,,0.0,0.0,0.0,0.0
Idrissi R.,idrissi r,Cagliari,cagliari,D,7,True,0.65,24.7,0,battle,4.428,0.054,0.054,0.126,0.005,0.0,,,1.335,1.335,3.115,0.111,0.0,,,0.0,0.0,0.0,0.0
Moreno Alb.,moreno alb,Como,como,D,7,True,0.65,24.7,0,battle,5.96,0.0,0.0,0.174,0.0,0.0,,,0.0,0.0,4.296,0.0,0.0,,,0.0,0.0,0.0,0.0
Bianchetti,bianchetti,Cremonese,cremonese,D,4,True,0.65,24.7,0,battle,5.142,0.037,0.046,0.151,0.011,0.007,,,0.921,1.14,3.731,0.263,0.172,,,0.0,0.0,0.0,0.0
Barbieri,barbieri,Cremonese,cremonese,D,8,True,0.65,24.7,0,battle,5.142,0.037,0.046,0.151,0.011,0.007,,,0.921,1.14,3.731,0.263,0.172,,,0.0,0.0,0.0,0.0
Fortini,fortini,Fiorentina,fiorentina,D,5,,0.35,13.3,0,backup,5.886,0.047,0.047,0.165,0.009,0.005,,,0.627,0.627,2.196,0.125,0.063,,,0.0,0.0,0.0,0.0
Marcandalli,marcandalli,Genoa,genoa,D,2,,0.35,13.3,0,backup,5.827,0.034,0.049,0.157,0.005,0.0,,,0.456,0.652,2.086,0.065,0.0,,,0.0,0.0,0.0,0.0
Vogliacco,vogliacco,Genoa,genoa,D,5,,0.35,13.3,0,backup,5.827,0.034,0.049,0.157,0.005,0.0,,,0.456,0.652,2.086,0.065,0.0,,,0.0,0.0,0.0,0.0
Norton-Cuffy,norton-cuffy,Genoa,genoa,D,7,True,0.65,24.7,0,battle,5.7,0.017,0.025,0.078,0.002,0.0,,,0.424,0.605,1.937,0.061,0.0,,,0.0,0.0,0.0,0.0
Rugani,rugani,Juventus,juventus,D,5,,0.35,13.3,0,backup,0.0,0.038,0.025,0.132,0.006,0.0,,,0.502,0.335,1.757,0.084,0.0,,,0.0,0.0,0.0,0.0
Savona,savona,Juventus,juventus,D,9,,0.35,13.3,0,backup,5.89,0.074,0.0,0.185,0.0,0.0,,,0.985,0.0,2.463,0.0,0.0,,,0.0,0.0,0.0,0.0
Provstgaard,provstgaard,Lazio,lazio,D,5,True,0.65,24.7,0,battle,6.5,0.051,0.072,0.193,0.02,0.01,,,1.262,1.766,4.767,0.505,0.252,,,0.0,0.0,0.0,0.0
Pellegrini Lu.,pellegrini lu,Lazio,lazio,D,8,,0.35,13.3,0,backup,6.08,0.003,0.154,0.258,0.001,0.001,,,0.036,2.045,3.425,0.014,0.007,,,0.0,0.0,0.0,0.0
Hysaj,hysaj,Lazio,lazio,D,6,,0.35,13.3,0,backup,5.88,0.032,0.195,0.09,0.063,0.006,,,0.429,2.596,1.201,0.837,0.086,,,0.0,0.0,0.0,0.0
Jean,jean,Lecce,lecce,D,3,,0.35,13.3,0,backup,5.75,0.003,0.003,0.01,0.002,0.002,,,0.035,0.035,0.127,0.028,0.021,,,0.0,0.0,0.0,0.0
Bartesaghi,bartesaghi,Milan,milan,D,5,,0.35,13.3,0,backup,5.33,0.038,0.024,0.143,0.069,0.014,,,0.508,0.318,1.905,0.919,0.191,,,0.0,0.0,0.0,0.0
